code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,target,total_clicks,active_days,avg_clicks_per_day,relative_engagement,avg_score,avg_lateness
BBB,2014J,654585,F,London Region,HE Qualification,20-30%,0-35,0,120,N,Fail,1,250.0,24.0,2.4038461538461537,0.08652459381958975,1.0,-1.0
BBB,2014J,654639,F,London Region,No Formal quals,20-30%,0-35,0,120,N,Withdrawn,1,53.0,5.0,1.4722222222222223,-0.7196713033771777,0.0,0.0
BBB,2014J,654657,F,Ireland,HE Qualification,60-70%,0-35,0,60,N,Pass,0,38.0,5.0,1.4615384615384615,-0.781056777783023,0.0,-10.0
BBB,2014J,654678,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,1,381.0,17.0,3.6634615384615383,0.6226244036306382,100.0,0.0
BBB,2014J,654796,F,London Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,654856,F,West Midlands Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass,0,281.0,22.0,2.5779816513761467,0.21338790759166992,100.0,-14.0
BBB,2014J,654913,F,West Midlands Region,Lower Than A Level,70-80%,35-55,0,120,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,654923,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,1,5.0,1.0,1.25,-0.9161048214758825,1.0,8.0
BBB,2014J,654958,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,180,N,Withdrawn,1,27.0,4.0,1.6875,-0.8260727923473095,0.0,0.0
BBB,2014J,655084,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,0,208.0,14.0,2.5365853658536586,-0.0853547345167769,100.0,-2.0
BBB,2014J,655086,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,1,95.0,8.0,1.7924528301886793,-0.547791975040811,0.0,0.0
BBB,2014J,655152,F,Scotland,HE Qualification,90-100%,0-35,0,120,N,Withdrawn,1,108.0,14.0,2.25,-0.49459123055574516,100.0,-2.0
BBB,2014J,655155,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,1,167.0,8.0,2.420289855072464,-0.25314169789275387,100.0,-1.0
BBB,2014J,655224,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,655230,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,1,212.0,9.0,3.3125,-0.06898527467521817,1.0,2.0
BBB,2014J,655296,F,North Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,0,143.0,18.0,1.9861111111111112,-0.35135845694210627,1.0,-7.0
BBB,2014J,655314,M,London Region,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction,0,241.0,12.0,3.6515151515151514,0.04969330917608262,100.0,0.0
BBB,2014J,655342,F,Yorkshire Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,0,445.0,8.0,4.494949494949495,0.8845357610955779,100.0,-19.0
BBB,2014J,655406,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,1,72.0,4.0,2.5714285714285716,-0.6419163691297737,0.0,0.0
BBB,2014J,655414,F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,655460,F,Ireland,Lower Than A Level,20-30%,0-35,0,60,N,Fail,1,122.0,6.0,3.8125,-0.4372981211102896,100.0,-4.0
BBB,2014J,655471,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Fail,1,965.0,23.0,4.617224880382775,3.012565540498213,1.0,-15.0
BBB,2014J,655546,F,Ireland,HE Qualification,?,35-55,0,60,N,Pass,0,1083.0,46.0,3.384375,3.4954646058241954,100.0,-6.0
BBB,2014J,655547,F,Ireland,A Level or Equivalent,10-20,35-55,0,60,N,Pass,0,261.0,10.0,3.782608695652174,0.13154060838387627,0.0,-4.0
BBB,2014J,655572,F,Wales,Lower Than A Level,50-60%,0-35,0,60,N,Fail,1,133.0,7.0,2.216666666666667,-0.3922821065460031,80.0,-4.0
BBB,2014J,655605,F,Ireland,Lower Than A Level,50-60%,35-55,0,60,N,Fail,1,9.0,5.0,1.125,-0.8997353616343237,100.0,15.0
BBB,2014J,655613,F,Ireland,Lower Than A Level,60-70%,35-55,0,60,N,Fail,1,121.0,13.0,2.372549019607843,-0.44139048607067927,0.0,-6.0
BBB,2014J,655662,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,1,12.0,2.0,2.0,-0.8874582667531546,1.0,-1.0
BBB,2014J,655668,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,1,286.0,10.0,3.0425531914893615,0.23384973239361834,100.0,-11.0
BBB,2014J,655828,F,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,0,223.0,11.0,2.372340425531915,-0.023969260110931666,100.0,-6.0
BBB,2014J,655829,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,655878,F,South Region,Lower Than A Level,30-40%,35-55,0,60,Y,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,655992,M,Yorkshire Region,HE Qualification,50-60%,35-55,0,60,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,656067,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,0,39.0,3.0,2.2941176470588234,-0.7769644128226333,100.0,0.0
BBB,2014J,656089,F,Scotland,HE Qualification,0-10%,0-35,0,60,N,Withdrawn,1,544.0,23.0,3.464968152866242,1.2896798921741564,100.0,-6.0
BBB,2014J,656112,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,180,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,656122,F,Ireland,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,1,283.0,18.0,3.1797752808988764,0.2215726375124493,0.0,12.0
BBB,2014J,656129,F,South East Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,656181,F,Ireland,Lower Than A Level,40-50%,35-55,0,60,N,Fail,1,123.0,4.0,2.617021276595745,-0.4332057561498999,0.0,-17.0
BBB,2014J,656187,M,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,0,130.0,4.0,2.6530612244897958,-0.4045592014271721,100.0,-6.0
BBB,2014J,656190,M,Ireland,Lower Than A Level,0-10%,0-35,0,60,N,Pass,0,202.0,7.0,2.493827160493827,-0.109908924279115,0.0,-3.0
BBB,2014J,656194,F,Ireland,Lower Than A Level,70-80%,35-55,0,120,N,Pass,0,4.0,2.0,1.0,-0.9201971864362721,100.0,-7.0
BBB,2014J,656196,F,Ireland,Lower Than A Level,70-80%,0-35,0,60,N,Pass,0,176.0,5.0,4.512820512820513,-0.21631041324924674,100.0,-7.0
BBB,2014J,656197,M,Scotland,HE Qualification,30-40%,0-35,0,60,N,Pass,0,160.0,11.0,2.2222222222222223,-0.2817882526154817,1.0,-8.0
BBB,2014J,656200,M,Ireland,Lower Than A Level,0-10%,35-55,0,60,N,Pass,0,241.0,10.0,2.802325581395349,0.04969330917608262,100.0,-1.0
BBB,2014J,656204,F,Ireland,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,1,45.0,7.0,2.3684210526315788,-0.7524102230602951,100.0,11.0
BBB,2014J,656206,F,Ireland,Lower Than A Level,20-30%,35-55,0,60,N,Pass,0,31.0,5.0,1.55,-0.8097033325057507,100.0,-1.0
BBB,2014J,656208,F,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,Pass,0,100.0,6.0,2.3255813953488373,-0.5273301502388626,100.0,-4.0
BBB,2014J,656217,F,South Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,0,79.0,12.0,1.7954545454545454,-0.613269814407046,1.0,1.0
BBB,2014J,656222,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,120,N,Fail,1,197.0,10.0,3.6481481481481484,-0.13037074908106341,100.0,-1.0
BBB,2014J,656227,F,Ireland,A Level or Equivalent,10-20,35-55,0,60,N,Distinction,0,171.0,6.0,2.4782608695652173,-0.23677223805119516,100.0,-6.0
BBB,2014J,656228,F,North Western Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,656253,F,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,Pass,0,288.0,11.0,2.909090909090909,0.24203446231439768,100.0,-7.0
BBB,2014J,656276,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1,59.0,7.0,1.6857142857142857,-0.6951171136148396,1.0,-3.0
BBB,2014J,656352,F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,0,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,656373,F,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction,0,245.0,20.0,2.45,0.06606276901764135,100.0,-1.0
BBB,2014J,656386,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,0,812.0,13.0,7.315315315315315,2.3864337015585915,100.0,-3.0
BBB,2014J,656412,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,1,20.0,2.0,2.0,-0.8547193470700372,0.0,0.0
BBB,2014J,656453,F,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,1,20.0,3.0,2.857142857142857,-0.8547193470700372,0.0,0.0
BBB,2014J,656455,M,Ireland,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,1,3.0,1.0,1.0,-0.9242895513966618,0.0,0.0
BBB,2014J,656472,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,1,22.0,2.0,2.0,-0.8465346171492578,100.0,0.0
BBB,2014J,656475,M,Ireland,HE Qualification,80-90%,35-55,0,60,N,Fail,1,25.0,5.0,1.9230769230769231,-0.8342575222680888,0.0,0.0
BBB,2014J,656481,F,Ireland,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,0,339.0,17.0,3.138888888888889,0.4507450752942715,100.0,-6.0
BBB,2014J,656494,F,Ireland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,0,98.0,3.0,2.8823529411764706,-0.535514880159642,100.0,-4.0
BBB,2014J,656522,F,South East Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,0,44.0,4.0,1.4666666666666666,-0.7565025880206848,100.0,-4.0
BBB,2014J,656540,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,0,184.0,18.0,2.13953488372093,-0.18357149356612928,100.0,-3.0
BBB,2014J,656549,F,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,1,76.0,9.0,2.303030303030303,-0.625546909288215,1.0,-24.0
BBB,2014J,656557,F,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,0,538.0,34.0,2.5619047619047617,1.2651257024118183,100.0,-12.0
BBB,2014J,656566,F,London Region,A Level or Equivalent,10-20,0-35,0,180,N,Fail,1,263.0,14.0,3.207317073170732,0.13972533830465564,100.0,-1.0
BBB,2014J,656576,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,180,N,Withdrawn,1,17.0,2.0,1.8888888888888888,-0.8669964419512063,0.0,0.0
BBB,2014J,656681,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,0,335.0,25.0,2.2039473684210527,0.43437561545271275,100.0,-7.0
BBB,2014J,656698,F,Ireland,Lower Than A Level,0-10%,35-55,0,60,N,Fail,1,144.0,8.0,2.1492537313432836,-0.3472660919817166,0.0,3.0
BBB,2014J,656711,F,Ireland,Lower Than A Level,60-70%,35-55,0,60,N,Pass,0,126.0,5.0,2.8,-0.42092866126873085,0.0,-3.0
BBB,2014J,656755,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1,8.0,2.0,2.6666666666666665,-0.9038277265947134,0.0,0.0
BBB,2014J,656784,F,Scotland,HE Qualification,20-30%,0-35,0,60,N,Fail,1,294.0,13.0,2.94,0.26658865207673577,100.0,-1.0
BBB,2014J,656873,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,0,208.0,9.0,2.3908045977011496,-0.0853547345167769,1.0,0.0
BBB,2014J,656915,F,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass,0,265.0,20.0,2.789473684210526,0.147910068225435,100.0,-2.0
BBB,2014J,656990,M,London Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,0,1274.0,21.0,7.583333333333333,4.277106313258624,100.0,-2.0
BBB,2014J,657032,F,South Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,0,279.0,22.0,2.3445378151260505,0.20520317767089055,1.0,-2.0
BBB,2014J,657099,F,South Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Fail,1,19.0,3.0,1.9,-0.8588117120304268,1.0,-10.0
BBB,2014J,657290,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,0,284.0,22.0,2.1194029850746268,0.22566500247283897,1.0,-4.0
BBB,2014J,657293,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,0,200.0,13.0,2.4390243902439024,-0.11809365419989436,100.0,-19.0
BBB,2014J,674201,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,1,81.0,5.0,1.7234042553191489,-0.6050850844862665,1.0,-7.0
BBB,2014J,674214,F,South Region,HE Qualification,40-50%,35-55,0,60,N,Pass,0,103.0,7.0,1.9807692307692308,-0.5150530553576935,100.0,-1.0
BBB,2014J,674276,F,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass,0,302.0,7.0,4.194444444444445,0.29932757175985325,100.0,-2.0
BBB,2014J,674280,F,Yorkshire Region,Lower Than A Level,10-20,35-55,0,120,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,674290,F,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,0,468.0,25.0,2.819277108433735,0.9786601551845405,1.0,0.0
BBB,2014J,674319,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,1,155.0,11.0,2.2794117647058822,-0.3022500774174301,100.0,-1.0
BBB,2014J,674322,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass,0,46.0,3.0,2.5555555555555554,-0.7483178580999055,1.0,0.0
BBB,2014J,674323,F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,1,61.0,4.0,2.033333333333333,-0.6869323836940602,100.0,0.0
BBB,2014J,674349,F,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,0,319.0,14.0,3.038095238095238,0.36889777608647784,100.0,-4.0
BBB,2014J,674495,F,Scotland,A Level or Equivalent,10-20,0-35,0,60,N,Pass,0,366.0,25.0,2.928,0.5612389292247929,100.0,-2.0
BBB,2014J,674501,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,674502,F,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,674548,F,Ireland,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,674576,F,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,0,364.0,8.0,4.439024390243903,0.5530541993040136,100.0,-2.0
BBB,2014J,674605,F,Wales,Lower Than A Level,90-100%,35-55,0,60,N,Pass,0,326.0,12.0,2.810344827586207,0.39754433080920565,80.0,-1.0
BBB,2014J,674616,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,1,5.0,2.0,1.25,-0.9161048214758825,1.0,0.0
BBB,2014J,674643,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,674746,F,East Anglian Region,HE Qualification,50-60%,0-35,0,120,N,Withdrawn,1,183.0,5.0,3.893617021276596,-0.18766385852651896,100.0,0.0
BBB,2014J,674748,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,1,207.0,9.0,4.224489795918367,-0.08944709947716659,100.0,-3.0
BBB,2014J,674758,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,1,32.0,2.0,2.4615384615384617,-0.805610967545361,1.0,-9.0
BBB,2014J,674777,F,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Pass,0,0.0,0.0,0.0,-1.0,100.0,-7.0
BBB,2014J,674784,F,South West Region,HE Qualification,40-50%,0-35,0,120,N,Pass,0,136.0,9.0,2.3448275862068964,-0.380005011664834,100.0,-8.0
BBB,2014J,674922,F,North Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,0,108.0,7.0,1.6363636363636365,-0.49459123055574516,1.0,-2.0
BBB,2014J,674960,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,0,48.0,4.0,2.2857142857142856,-0.7401331281791261,1.0,-1.0
BBB,2014J,675042,F,Yorkshire Region,No Formal quals,0-10%,0-35,0,60,N,Pass,0,172.0,13.0,2.4225352112676055,-0.23267987309080548,100.0,0.0
BBB,2014J,675047,F,North Region,HE Qualification,30-40%,0-35,0,60,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,675059,F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,1,53.0,3.0,1.7096774193548387,-0.7196713033771777,0.0,0.0
BBB,2014J,675085,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,Y,Pass,0,301.0,17.0,3.3820224719101124,0.2952352067994636,1.0,-13.0
BBB,2014J,675094,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,90,N,Withdrawn,1,97.0,7.0,2.425,-0.5396072451200317,1.0,0.0
BBB,2014J,675096,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,1,440.0,22.0,3.0555555555555554,0.8640739362936294,1.0,-2.0
BBB,2014J,675116,F,London Region,Lower Than A Level,30-40%,0-35,0,240,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,675159,F,Scotland,Lower Than A Level,20-30%,35-55,0,60,N,Pass,0,849.0,28.0,3.043010752688172,2.5378512050930095,100.0,0.0
BBB,2014J,675161,M,London Region,Lower Than A Level,10-20,0-35,0,120,Y,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,675165,F,Yorkshire Region,HE Qualification,30-40%,35-55,0,60,N,Withdrawn,1,12.0,2.0,1.5,-0.8874582667531546,1.0,1.0
BBB,2014J,675178,F,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,675223,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Pass,0,200.0,18.0,2.197802197802198,-0.11809365419989436,1.0,0.0
BBB,2014J,675231,F,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,0,219.0,9.0,2.7037037037037037,-0.040338719952490394,100.0,0.0
BBB,2014J,675246,F,West Midlands Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,675526,F,Scotland,Lower Than A Level,0-10%,35-55,0,120,N,Pass,0,744.0,37.0,3.3066666666666666,2.108152884252093,100.0,-21.0
BBB,2014J,675576,F,South East Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,0,338.0,11.0,4.63013698630137,0.4466527103338818,1.0,-1.0
BBB,2014J,675627,F,London Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,675671,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,60,N,Withdrawn,1,44.0,3.0,2.0952380952380953,-0.7565025880206848,100.0,-2.0
BBB,2014J,675673,F,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,675728,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,1,67.0,7.0,1.675,-0.6623781939317221,1.0,-7.0
BBB,2014J,675750,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,120,N,Withdrawn,1,86.0,13.0,2.0,-0.5846232596843182,100.0,-1.0
BBB,2014J,675807,F,Scotland,HE Qualification,20-30%,35-55,0,60,N,Pass,0,252.0,16.0,2.769230769230769,0.09470932374036913,100.0,0.0
BBB,2014J,675922,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,1,106.0,6.0,2.12,-0.5027759604765245,1.0,-1.0
BBB,2014J,675929,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,1,14.0,2.0,1.4,-0.8792735368323753,1.0,-14.0
BBB,2014J,676011,F,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,1,43.0,2.0,2.263157894736842,-0.7605949529810745,0.0,0.0
BBB,2014J,676093,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,676151,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,0,1092.0,48.0,3.102272727272727,3.532295890467702,1.0,-9.0
BBB,2014J,676169,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,0,38.0,3.0,1.6521739130434783,-0.781056777783023,100.0,-7.0
BBB,2014J,676176,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,0,269.0,22.0,2.3391304347826085,0.16427952806699372,100.0,-15.0
BBB,2014J,676258,F,South West Region,Lower Than A Level,40-50%,35-55,0,120,N,Withdrawn,1,46.0,5.0,2.0,-0.7483178580999055,100.0,-1.0
BBB,2014J,676322,F,Scotland,Lower Than A Level,60-70%,0-35,0,120,N,Distinction,0,229.0,19.0,2.336734693877551,0.0005849296514064289,100.0,-2.0
BBB,2014J,676350,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,676376,F,Wales,A Level or Equivalent,90-100%,0-35,0,180,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,676401,F,South East Region,HE Qualification,40-50%,35-55,0,120,N,Distinction,0,260.0,10.0,3.2911392405063293,0.1274482434234866,100.0,-14.0
BBB,2014J,676420,F,South West Region,Lower Than A Level,60-70%,0-35,0,90,N,Withdrawn,1,138.0,11.0,2.4210526315789473,-0.3718202817440547,1.0,-16.0
BBB,2014J,676428,F,South East Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,0,202.0,14.0,2.126315789473684,-0.109908924279115,100.0,-5.0
BBB,2014J,676604,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,90,N,Fail,1,212.0,16.0,2.163265306122449,-0.06898527467521817,100.0,-4.0
BBB,2014J,676633,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,0,562.0,32.0,3.0053475935828877,1.3633424614611707,1.0,-17.0
BBB,2014J,676705,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,0,83.0,8.0,2.2432432432432434,-0.5969003545654872,1.0,-2.0
BBB,2014J,676750,F,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction,0,114.0,9.0,2.590909090909091,-0.470037040793407,100.0,-2.0
BBB,2014J,676785,F,East Midlands Region,HE Qualification,20-30%,35-55,0,60,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,676898,F,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,0,93.0,7.0,2.1136363636363638,-0.5559767049615904,100.0,-7.0
BBB,2014J,676948,F,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Pass,0,161.0,12.0,3.0377358490566038,-0.27769588765509196,100.0,-1.0
BBB,2014J,676962,M,Wales,Lower Than A Level,50-60%,0-35,0,60,N,Pass,0,114.0,4.0,2.28,-0.470037040793407,75.0,-1.0
BBB,2014J,676969,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Fail,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,676973,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,677004,F,London Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,1,781.0,32.0,3.6666666666666665,2.259570387786511,1.0,-16.0
BBB,2014J,677039,F,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,677154,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,1,166.0,14.0,2.6774193548387095,-0.25723406285314354,100.0,-1.0
BBB,2014J,677190,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,677201,F,Scotland,Lower Than A Level,30-40%,0-35,0,120,N,Fail,1,208.0,14.0,3.1515151515151514,-0.0853547345167769,100.0,-18.0
BBB,2014J,677203,M,West Midlands Region,A Level or Equivalent,90-100%,35-55,0,120,N,Pass,0,416.0,18.0,3.961904761904762,0.765857177244277,100.0,-21.0
BBB,2014J,677230,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,677338,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Withdrawn,1,186.0,14.0,2.2409638554216866,-0.1753867636453499,100.0,-2.0
BBB,2014J,677411,F,North Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,677462,F,Scotland,A Level or Equivalent,0-10%,35-55,0,120,N,Pass,0,13.0,3.0,1.625,-0.883365901792765,100.0,0.0
BBB,2014J,677498,F,Wales,A Level or Equivalent,50-60%,0-35,0,120,N,Fail,1,331.0,15.0,2.606299212598425,0.41800615561115406,100.0,-7.0
BBB,2014J,677630,F,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Fail,1,96.0,10.0,2.2857142857142856,-0.5436996100804213,100.0,-15.0
BBB,2014J,677706,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,180,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,677744,F,London Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,677846,F,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,0,181.0,6.0,3.9347826086956523,-0.19584858844729833,1.0,0.0
BBB,2014J,677864,F,South West Region,HE Qualification,30-40%,35-55,0,180,N,Withdrawn,1,0.0,0.0,0.0,-1.0,0.0,0.0
BBB,2014J,677873,F,South Region,A Level or Equivalent,?,0-35,0,60,N,Pass,0,258.0,13.0,3.0714285714285716,0.11926351350270722,100.0,-1.0
