code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,sum_click,date_registration,Risk_Probability,ML_Prediction,Intervention_Status
5,3,0,4,0,1,1,-0.3402289803143462,0.9797921832794844,0,-0.7179231387363445,-0.0728525550081156,93.7%,1,ACTION REQUIRED: High Risk
5,3,0,3,2,3,0,-0.3402289803143462,2.440667382201166,0,3.02193298153436,1.1451800431190953,13.3%,0,Safe: On Track
4,2,1,3,1,3,0,-0.3402289803143462,-1.2115206151030389,0,0.0601796275190296,0.9218740667957732,10.3%,0,Safe: On Track
2,2,0,8,1,9,1,-0.3402289803143462,-0.4810830156421974,0,-0.7179231387363445,-3.9299557824109503,85.3%,1,ACTION REQUIRED: High Risk
1,1,0,9,2,8,1,1.7441851466378124,-0.4810830156421974,0,-0.5849898643191394,0.5158632007533696,39.2%,0,Safe: On Track
1,2,0,11,2,2,0,-0.3402289803143462,0.9797921832794844,0,-0.421925047700701,-4.072059585525792,44.9%,1,ACTION REQUIRED: High Risk
5,3,1,7,0,7,1,-0.3402289803143462,0.9797921832794844,0,1.2051782311658898,0.0489507048046054,6.2%,0,Safe: On Track
1,0,0,11,1,4,0,-0.3402289803143462,0.9797921832794844,0,-0.2452714963640594,0.9624751534000135,16.5%,0,Safe: On Track
3,1,0,1,2,5,0,5.9130134005421295,-0.4810830156421974,1,-0.7179231387363445,0.6173659172639705,75.6%,1,ACTION REQUIRED: High Risk
1,3,0,9,2,7,0,-0.3402289803143462,-0.4810830156421974,0,-0.6145305919674071,-1.493890586156528,58.6%,1,ACTION REQUIRED: High Risk
3,0,1,9,2,9,0,-0.3402289803143462,-0.4810830156421974,0,-0.584399049766174,0.0692512481067256,66.9%,1,ACTION REQUIRED: High Risk
2,3,0,11,0,0,0,-0.3402289803143462,-1.2115206151030389,0,1.956103527984857,-0.0322514684038752,9.7%,0,Safe: On Track
1,3,0,0,0,6,1,-0.3402289803143462,0.9797921832794844,0,0.9658983372149208,-1.7171965624798504,9.4%,0,Safe: On Track
3,3,1,6,0,7,0,-0.3402289803143462,0.9797921832794844,0,-0.3273947192262439,0.678267547170331,36.1%,0,Safe: On Track
5,1,0,9,0,8,1,-0.3402289803143462,-0.4810830156421974,0,1.426142873974933,0.678267547170331,7.9%,0,Safe: On Track
6,2,0,3,1,1,0,-0.3402289803143462,-1.2115206151030389,0,-0.664159014416497,0.333158311034288,47.6%,1,ACTION REQUIRED: High Risk
6,1,0,11,2,0,0,-0.3402289803143462,-1.2115206151030389,0,0.0643153293897871,0.8406718935872926,4.1%,0,Safe: On Track
6,3,0,11,0,3,0,-0.3402289803143462,-1.2115206151030389,0,-0.7131966223126216,-0.6006666808632404,55.7%,1,ACTION REQUIRED: High Risk
5,3,1,6,0,1,0,-0.3402289803143462,0.9797921832794844,0,-0.7126058077596563,0.8000708069830522,88.0%,1,ACTION REQUIRED: High Risk
5,0,1,6,2,9,1,-0.3402289803143462,-0.4810830156421974,0,1.8692537886989504,1.104578956514855,6.4%,0,Safe: On Track
1,3,0,12,2,2,0,-0.3402289803143462,-0.4810830156421974,0,-0.2133675105039302,0.678267547170331,21.7%,0,Safe: On Track
2,2,1,4,4,10,0,-0.3402289803143462,-0.4810830156421974,0,-0.4130628294062206,0.7188686337745713,54.2%,1,ACTION REQUIRED: High Risk
2,2,0,5,1,0,0,-0.3402289803143462,-0.4810830156421974,0,-0.5584032094356983,1.0639778699106146,61.0%,1,ACTION REQUIRED: High Risk
5,1,1,8,0,9,0,-0.3402289803143462,1.7102297827403254,0,0.4022612536859709,0.1910545079194467,17.8%,0,Safe: On Track
3,1,0,0,0,1,0,-0.3402289803143462,-0.4810830156421974,0,-0.6818834510054578,0.6579670038682108,79.0%,1,ACTION REQUIRED: High Risk
3,0,0,8,1,6,0,1.7441851466378124,0.9797921832794844,0,-0.6434805050627096,0.9421746100978934,73.0%,1,ACTION REQUIRED: High Risk
6,3,0,6,2,6,0,-0.3402289803143462,-1.2115206151030389,0,-0.3315304210970015,-0.3164590746335577,2.0%,0,Safe: On Track
5,3,1,11,2,3,0,-0.3402289803143462,0.9797921832794844,0,-0.6836558946643538,-1.7374971057819706,89.9%,1,ACTION REQUIRED: High Risk
4,1,1,5,0,4,0,-0.3402289803143462,-0.4810830156421974,0,-0.7179231387363445,-0.9660764603014036,85.3%,1,ACTION REQUIRED: High Risk
6,1,0,11,2,0,0,-0.3402289803143462,-0.4810830156421974,1,-0.4981401250332319,0.5564642873576099,19.4%,0,Safe: On Track
2,2,1,5,0,7,0,-0.3402289803143462,1.7102297827403254,0,-0.6978354439355223,0.8406718935872926,84.0%,1,ACTION REQUIRED: High Risk
5,1,1,5,2,2,0,-0.3402289803143462,0.9797921832794844,0,-0.4550106626667609,-0.3164590746335577,71.8%,1,ACTION REQUIRED: High Risk
1,1,0,2,2,5,0,1.7441851466378124,-0.4810830156421974,0,-0.6742028618169081,0.4549615708470091,66.9%,1,ACTION REQUIRED: High Risk
3,3,1,12,2,0,1,-0.3402289803143462,0.9797921832794844,1,0.2143822258429876,-1.4532894995522878,22.0%,0,Safe: On Track
5,3,0,4,3,10,0,-0.3402289803143462,-0.4810830156421974,0,4.914902809235361,0.9827756967021336,10.1%,0,Safe: On Track
3,1,1,10,2,6,1,3.828599273589971,-0.4810830156421974,0,-0.6352091013211946,0.2519561378258073,57.9%,1,ACTION REQUIRED: High Risk
2,3,0,5,0,9,0,-0.3402289803143462,0.9797921832794844,1,-0.1259269566650575,0.4955626574512494,29.0%,0,Safe: On Track
6,3,0,5,2,2,0,-0.3402289803143462,-1.2115206151030389,1,-0.3829312872049875,1.226382216327576,2.4%,0,Safe: On Track
6,1,0,5,2,1,1,-0.3402289803143462,-1.2115206151030389,0,0.4802487746773979,-0.5803661375611202,1.9%,0,Safe: On Track
4,2,1,8,0,9,1,-0.3402289803143462,-0.4810830156421974,1,-0.2771754822241887,0.8203713502851724,32.9%,0,Safe: On Track
5,3,1,7,2,3,0,-0.3402289803143462,-0.4810830156421974,0,4.292184270409876,0.678267547170331,8.8%,0,Safe: On Track
1,1,0,4,2,1,0,-0.3402289803143462,0.9797921832794844,0,0.6167269364123952,-1.5141911294586483,14.9%,0,Safe: On Track
3,1,1,6,0,7,0,-0.3402289803143462,-0.115864215911777,0,1.4214163575512102,0.6173659172639705,17.7%,0,Safe: On Track
1,1,1,3,0,8,0,-0.3402289803143462,-0.4810830156421974,0,-0.541269587399703,1.0639778699106146,29.9%,0,Safe: On Track
3,3,0,11,1,2,1,-0.3402289803143462,-0.4810830156421974,0,-0.0638914286036951,-0.0931530983102358,15.7%,0,Safe: On Track
5,3,0,2,0,3,0,-0.3402289803143462,0.2493545838186435,0,1.5419425263561428,-0.3164590746335577,9.4%,0,Safe: On Track
1,0,0,11,0,7,0,1.7441851466378124,0.9797921832794844,0,0.4247122066986544,0.5158632007533696,11.7%,0,Safe: On Track
2,3,0,6,0,6,0,1.7441851466378124,-0.4810830156421974,0,-0.7173323241833791,0.4752621141491293,80.1%,1,ACTION REQUIRED: High Risk
3,0,1,1,0,5,0,-0.3402289803143462,-0.4810830156421974,0,0.1180794537096345,0.4752621141491293,14.3%,0,Safe: On Track
4,1,1,5,3,2,0,-0.3402289803143462,-0.4810830156421974,0,1.1136019754562596,-1.6968960191777305,11.8%,0,Safe: On Track
1,3,0,6,2,8,0,-0.3402289803143462,-0.4810830156421974,0,-0.4106995711943592,0.6173659172639705,34.2%,0,Safe: On Track
4,2,1,6,1,10,0,-0.3402289803143462,-0.4810830156421974,0,-0.4160169021710474,1.0639778699106146,38.7%,0,Safe: On Track
5,1,1,6,1,0,0,-0.3402289803143462,-0.4810830156421974,0,1.5064936531782214,0.8406718935872926,9.8%,0,Safe: On Track
2,2,1,5,0,0,0,-0.3402289803143462,-0.4810830156421974,0,0.03595623084745,-0.6209672241653605,20.8%,0,Safe: On Track
5,3,1,0,2,5,0,-0.3402289803143462,0.9797921832794844,0,-0.6470253923805017,0.1910545079194467,87.6%,1,ACTION REQUIRED: High Risk
4,2,1,12,0,7,1,-0.3402289803143462,-0.4810830156421974,0,-0.7179231387363445,1.0639778699106146,71.9%,1,ACTION REQUIRED: High Risk
1,3,0,2,2,6,1,-0.3402289803143462,-0.4810830156421974,0,-0.4869146485268901,1.0639778699106146,33.4%,0,Safe: On Track
1,1,0,6,1,3,0,-0.3402289803143462,0.9797921832794844,0,-0.6724304181580121,0.8203713502851724,69.8%,1,ACTION REQUIRED: High Risk
3,1,0,5,1,5,1,-0.3402289803143462,-0.4810830156421974,0,0.1417120358282488,-0.6209672241653605,15.8%,0,Safe: On Track
6,2,0,8,2,9,1,-0.3402289803143462,-1.2115206151030389,0,0.0920836133791588,1.104578956514855,2.7%,0,Safe: On Track
5,0,1,10,1,3,1,-0.3402289803143462,0.2493545838186435,0,-0.0656638722625912,0.9624751534000135,24.6%,0,Safe: On Track
6,2,1,9,2,3,0,-0.3402289803143462,-1.2115206151030389,1,-0.7179231387363445,-1.493890586156528,56.2%,1,ACTION REQUIRED: High Risk
3,0,1,4,2,2,1,-0.3402289803143462,-0.4810830156421974,0,-0.2724489658004658,0.7188686337745713,49.8%,1,ACTION REQUIRED: High Risk
5,3,1,6,1,5,1,-0.3402289803143462,-0.4810830156421974,0,0.5310588262324185,0.7594697203788118,9.5%,0,Safe: On Track
2,3,1,4,0,1,0,-0.3402289803143462,-1.2115206151030389,0,-0.5211818925988809,-0.1743552715187165,61.8%,1,ACTION REQUIRED: High Risk
2,2,1,6,0,0,1,-0.3402289803143462,-0.9680414152827582,0,-0.335666122967759,-0.0728525550081156,57.8%,1,ACTION REQUIRED: High Risk
3,0,1,8,4,9,2,-0.3402289803143462,-0.4810830156421974,0,-0.0963862290167897,0.678267547170331,25.5%,0,Safe: On Track
4,1,1,6,1,4,0,-0.3402289803143462,-1.2115206151030389,0,-0.4195617894888395,1.1654805864212154,32.1%,0,Safe: On Track
1,1,0,2,2,8,1,-0.3402289803143462,-0.115864215911777,0,-0.3752506980164378,0.9218740667957732,27.4%,0,Safe: On Track
1,2,0,0,0,1,0,-0.3402289803143462,-0.4810830156421974,0,-0.7007895167003492,-0.0525520117059954,77.3%,1,ACTION REQUIRED: High Risk
4,1,0,6,0,9,0,-0.3402289803143462,-0.4810830156421974,0,0.1293049302159763,0.2113550512215669,13.7%,0,Safe: On Track
1,2,0,8,0,9,0,-0.3402289803143462,-0.4810830156421974,0,0.303004408787791,-0.9051748303950432,9.8%,0,Safe: On Track
4,2,1,5,0,0,0,-0.3402289803143462,-0.4810830156421974,0,-0.5749460169187283,0.9218740667957732,61.6%,1,ACTION REQUIRED: High Risk
1,2,1,8,0,8,0,-0.3402289803143462,-0.4810830156421974,0,-0.4957768668213705,-0.7021693973738413,44.8%,1,ACTION REQUIRED: High Risk
1,3,0,3,0,0,0,-0.3402289803143462,-0.4810830156421974,0,-0.6558876106749821,0.7594697203788118,65.8%,1,ACTION REQUIRED: High Risk
6,1,0,3,0,3,1,-0.3402289803143462,-1.2115206151030389,0,-0.3203049445906597,0.9218740667957732,2.1%,0,Safe: On Track
4,1,1,0,2,7,0,-0.3402289803143462,-1.2115206151030389,0,-0.3823404726520221,0.4143604842427688,32.9%,0,Safe: On Track
5,3,1,8,0,9,1,1.7441851466378124,-0.4810830156421974,0,-0.6942905566177302,-0.3164590746335577,64.8%,1,ACTION REQUIRED: High Risk
2,3,1,4,2,0,0,-0.3402289803143462,0.2493545838186435,0,0.1003550171206738,0.3940599409406485,23.4%,0,Safe: On Track
1,1,0,10,2,0,0,-0.3402289803143462,-0.4810830156421974,0,-0.5152737470692274,-0.3164590746335577,44.0%,1,ACTION REQUIRED: High Risk
4,1,1,6,2,6,0,-0.3402289803143462,-1.2115206151030389,0,1.4899508456951915,0.6376664605660907,6.4%,0,Safe: On Track
5,3,1,8,2,1,0,-0.3402289803143462,-0.4810830156421974,0,1.3824225970554966,0.2113550512215669,10.7%,0,Safe: On Track
5,3,1,5,1,1,0,-0.3402289803143462,0.2493545838186435,0,-0.7179231387363445,-1.7374971057819706,91.1%,1,ACTION REQUIRED: High Risk
6,2,0,8,0,9,1,1.7441851466378124,-0.4810830156421974,1,-0.7149690659715177,0.8203713502851724,41.8%,1,ACTION REQUIRED: High Risk
5,0,0,6,2,6,1,-0.3402289803143462,-0.4810830156421974,1,1.1957251983184445,1.0842784132127348,13.4%,0,Safe: On Track
3,0,1,3,0,0,0,-0.3402289803143462,-0.4810830156421974,0,-0.5584032094356983,0.5564642873576099,66.1%,1,ACTION REQUIRED: High Risk
4,2,1,9,1,8,0,-0.3402289803143462,-1.2115206151030389,0,0.0920836133791588,0.901573523493653,8.8%,0,Safe: On Track
1,3,0,10,0,9,0,-0.3402289803143462,-0.4810830156421974,0,-0.7179231387363445,0.6173659172639705,81.9%,1,ACTION REQUIRED: High Risk
4,2,1,5,0,3,0,-0.3402289803143462,-1.2115206151030389,0,0.8152406262087548,-0.8036721138844423,7.8%,0,Safe: On Track
5,3,1,1,2,3,0,-0.3402289803143462,-0.4810830156421974,0,1.2878922685810397,-1.6156938459692494,9.2%,0,Safe: On Track
6,1,0,8,2,5,0,-0.3402289803143462,-1.2115206151030389,0,-0.6600233125457395,0.5564642873576099,26.6%,0,Safe: On Track
1,1,0,8,0,3,0,-0.3402289803143462,0.9797921832794844,0,-0.6677039017342892,-1.6156938459692494,81.0%,1,ACTION REQUIRED: High Risk
1,3,0,2,2,8,1,-0.3402289803143462,-0.4810830156421974,0,-0.5377247000819109,0.1301528780130861,42.4%,1,ACTION REQUIRED: High Risk
6,1,0,5,0,0,1,-0.3402289803143462,-1.2115206151030389,0,-0.5690378713890747,0.779770263680932,19.1%,0,Safe: On Track
4,1,1,4,2,10,1,-0.3402289803143462,-0.4810830156421974,0,0.7514326544884964,0.1910545079194467,7.4%,0,Safe: On Track
5,2,1,0,2,3,0,-0.3402289803143462,-0.4810830156421974,0,0.4128959156393473,-0.2149563581229569,18.8%,0,Safe: On Track
5,0,1,7,2,4,0,-0.3402289803143462,-0.4810830156421974,1,0.94817390062596,-0.0728525550081156,14.5%,0,Safe: On Track
3,3,1,8,2,8,1,-0.3402289803143462,-0.4810830156421974,0,0.0808581368728171,-1.0472786335098845,15.3%,0,Safe: On Track
1,2,0,7,0,5,0,-0.3402289803143462,-0.4810830156421974,1,-0.7179231387363445,-0.3773607045399184,83.8%,1,ACTION REQUIRED: High Risk
3,1,0,11,1,6,0,-0.3402289803143462,-0.4810830156421974,0,-0.2777662967771541,-1.250284066531086,35.6%,0,Safe: On Track
1,1,0,9,2,4,0,-0.3402289803143462,0.9797921832794844,0,-0.5867623079780354,0.6579670038682108,54.8%,1,ACTION REQUIRED: High Risk
2,3,1,6,1,2,1,-0.3402289803143462,1.7102297827403254,0,-0.4160169021710474,0.6376664605660907,60.8%,1,ACTION REQUIRED: High Risk
3,3,0,8,0,2,0,-0.3402289803143462,2.440667382201166,0,-0.6381631740860214,-1.879600908896812,90.5%,1,ACTION REQUIRED: High Risk
2,3,1,1,2,3,0,-0.3402289803143462,-0.4810830156421974,1,0.9369484241196182,0.1910545079194467,8.8%,0,Safe: On Track
2,3,0,11,1,6,0,-0.3402289803143462,0.9797921832794844,0,-0.7179231387363445,-1.0675791768120044,93.6%,1,ACTION REQUIRED: High Risk
6,3,0,7,0,2,0,-0.3402289803143462,-1.2115206151030389,0,-0.7013803312533146,1.327884932838177,38.9%,0,Safe: On Track
3,3,1,10,2,3,1,-0.3402289803143462,2.440667382201166,0,-0.5524950639060447,0.3534588543364081,80.2%,1,ACTION REQUIRED: High Risk
3,3,1,7,2,4,0,-0.3402289803143462,-0.4810830156421974,0,-0.7173323241833791,0.5158632007533696,83.9%,1,ACTION REQUIRED: High Risk
5,3,1,5,0,7,0,-0.3402289803143462,-0.4810830156421974,0,-0.7179231387363445,-0.7427704839780817,86.8%,1,ACTION REQUIRED: High Risk
1,3,0,0,0,5,0,1.7441851466378124,-0.4810830156421974,0,0.7088940066749907,-0.9051748303950432,10.1%,0,Safe: On Track
1,3,0,11,2,0,0,-0.3402289803143462,-0.4810830156421974,0,-0.7066976622300027,-0.8036721138844423,77.2%,1,ACTION REQUIRED: High Risk
1,0,0,3,2,3,0,1.7441851466378124,-0.4810830156421974,0,-0.4177893458299435,1.0436773266084944,31.6%,0,Safe: On Track
1,0,0,3,2,2,1,-0.3402289803143462,-0.4810830156421974,0,1.446230568775755,-0.4179617911441587,12.1%,0,Safe: On Track
1,3,0,5,1,1,0,-0.3402289803143462,-0.4810830156421974,0,-0.3711149961456803,-0.0525520117059954,32.8%,0,Safe: On Track
3,3,0,1,0,9,0,-0.3402289803143462,0.2493545838186435,0,-0.5459961038234258,-1.5141911294586483,78.6%,1,ACTION REQUIRED: High Risk
5,1,1,5,2,3,0,-0.3402289803143462,-0.4810830156421974,0,2.5581435574565554,-1.5344916727607687,9.7%,0,Safe: On Track
4,1,1,5,2,0,0,-0.3402289803143462,0.2493545838186435,0,-0.0916597125930668,-0.9457759169992837,34.7%,0,Safe: On Track
6,1,1,12,2,4,0,-0.3402289803143462,-1.2115206151030389,0,-0.713787436865587,0.678267547170331,37.5%,0,Safe: On Track
1,3,1,10,0,5,0,-0.3402289803143462,-0.4810830156421974,0,-0.6694763453931852,-0.0322514684038752,67.7%,1,ACTION REQUIRED: High Risk
4,3,1,5,0,0,0,-0.3402289803143462,-0.4810830156421974,0,0.4495264179231993,0.8000708069830522,11.3%,0,Safe: On Track
2,2,1,11,2,5,0,-0.3402289803143462,0.2493545838186435,0,-0.6009418572492039,0.2519561378258073,82.7%,1,ACTION REQUIRED: High Risk
4,1,0,12,1,1,0,-0.3402289803143462,-0.4810830156421974,0,-0.2624051184000548,0.2519561378258073,35.2%,0,Safe: On Track
1,2,0,10,1,2,0,-0.3402289803143462,0.9797921832794844,0,-0.2434990527051634,0.2113550512215669,20.5%,0,Safe: On Track
1,0,1,11,0,1,0,-0.3402289803143462,0.9797921832794844,0,-0.1578309425251867,-0.5194645076547597,20.4%,0,Safe: On Track
5,3,1,11,2,2,0,-0.3402289803143462,0.2493545838186435,0,0.8707771941874983,-1.0675791768120044,13.8%,0,Safe: On Track
0,1,1,0,2,1,1,-0.3402289803143462,-0.4810830156421974,0,0.5399210445268988,0.3534588543364081,10.5%,0,Safe: On Track
1,1,0,8,1,7,1,-0.3402289803143462,0.9797921832794844,0,-0.3616619632982346,0.1910545079194467,27.4%,0,Safe: On Track
1,1,0,0,2,6,0,-0.3402289803143462,-0.4810830156421974,0,-0.6812926364524924,0.2519561378258073,73.1%,1,ACTION REQUIRED: High Risk
5,0,1,2,0,0,0,1.7441851466378124,0.9797921832794844,0,-0.5524950639060447,0.4752621141491293,72.9%,1,ACTION REQUIRED: High Risk
5,1,1,1,0,2,0,-0.3402289803143462,-0.4810830156421974,0,-0.6210295520500261,0.8406718935872926,65.9%,1,ACTION REQUIRED: High Risk
1,3,1,5,1,8,0,-0.3402289803143462,0.9797921832794844,0,-0.3285763483321747,0.8609724368894127,27.5%,0,Safe: On Track
4,2,1,6,0,5,0,-0.3402289803143462,-0.4810830156421974,0,0.1328498175337684,0.9624751534000135,14.1%,0,Safe: On Track
1,3,1,11,2,0,1,-0.3402289803143462,-0.4810830156421974,0,2.047088969141522,-0.3164590746335577,9.0%,0,Safe: On Track
6,1,0,5,2,1,0,-0.3402289803143462,-1.2115206151030389,0,-0.6742028618169081,0.6579670038682108,32.7%,0,Safe: On Track
1,3,0,1,2,7,0,-0.3402289803143462,0.9797921832794844,0,-0.7179231387363445,-1.859300365594692,92.8%,1,ACTION REQUIRED: High Risk
1,1,0,7,0,7,1,-0.3402289803143462,-0.4810830156421974,0,-0.0178078934723973,-2.5698193811688976,13.2%,0,Safe: On Track
5,1,0,1,2,5,0,-0.3402289803143462,-0.4810830156421974,0,0.327818620012336,-0.8036721138844423,22.8%,0,Safe: On Track
5,1,1,9,0,3,0,1.7441851466378124,-0.4810830156421974,1,1.0663368112190312,0.8609724368894127,11.1%,0,Safe: On Track
3,1,0,5,2,0,0,-0.3402289803143462,-0.4810830156421974,0,-0.6736120472639427,0.678267547170331,77.7%,1,ACTION REQUIRED: High Risk
4,3,1,3,2,2,0,-0.3402289803143462,0.9797921832794844,0,-0.7179231387363445,0.8406718935872926,89.3%,1,ACTION REQUIRED: High Risk
3,3,0,11,2,0,0,-0.3402289803143462,0.9797921832794844,0,-0.6251652539207836,-0.3570601612377981,88.3%,1,ACTION REQUIRED: High Risk
4,3,1,0,1,9,0,1.7441851466378124,0.9797921832794844,0,-0.7179231387363445,-1.7374971057819706,89.3%,1,ACTION REQUIRED: High Risk
3,2,1,10,0,5,0,-0.3402289803143462,-0.4810830156421974,0,-0.1501503533366371,0.5361637440554897,21.7%,0,Safe: On Track
1,0,0,4,2,5,1,1.7441851466378124,0.9797921832794844,0,0.2403780661734633,-1.148781350020485,17.5%,0,Safe: On Track
5,1,1,2,1,7,0,-0.3402289803143462,0.9797921832794844,0,0.3089125543174446,0.5158632007533696,19.2%,0,Safe: On Track
2,3,1,7,4,4,1,-0.3402289803143462,-0.4810830156421974,0,-0.6552967961220167,0.9624751534000135,67.3%,1,ACTION REQUIRED: High Risk
5,1,1,7,0,3,0,-0.3402289803143462,0.9797921832794844,0,2.0464981545885568,-0.0931530983102358,13.8%,0,Safe: On Track
5,2,0,0,2,4,1,-0.3402289803143462,-0.4810830156421974,0,0.4004888100270748,-1.4532894995522878,21.3%,0,Safe: On Track
1,0,0,9,2,7,1,-0.3402289803143462,0.9797921832794844,0,-0.6990170730414531,-1.473590042854408,82.9%,1,ACTION REQUIRED: High Risk
5,1,1,3,1,1,1,-0.3402289803143462,-0.4810830156421974,0,1.8562558685337125,-1.5141911294586483,9.6%,0,Safe: On Track
1,1,0,0,2,4,0,1.7441851466378124,-0.4810830156421974,0,0.4696141127240215,-1.5344916727607687,16.6%,0,Safe: On Track
5,1,1,3,2,4,0,-0.3402289803143462,0.9797921832794844,0,0.3768562279084606,-1.798398735688331,24.8%,0,Safe: On Track
3,1,0,8,2,4,1,-0.3402289803143462,0.2493545838186435,0,-0.6263468830267143,-0.4179617911441587,81.9%,1,ACTION REQUIRED: High Risk
5,1,1,9,2,1,0,1.7441851466378124,-0.4810830156421974,0,-0.6759753054758042,-1.6359943892713698,73.2%,1,ACTION REQUIRED: High Risk
3,0,1,0,0,8,0,-0.3402289803143462,-0.4810830156421974,0,-0.6936997420647649,0.8406718935872926,75.8%,1,ACTION REQUIRED: High Risk
2,2,1,5,0,2,0,-0.3402289803143462,-0.4810830156421974,0,-0.576127646024659,-0.1743552715187165,74.9%,1,ACTION REQUIRED: High Risk
1,0,0,12,2,0,0,3.828599273589971,-0.4810830156421974,0,-0.5005033832450934,1.104578956514855,36.4%,0,Safe: On Track
5,2,1,9,2,4,0,-0.3402289803143462,-0.4810830156421974,1,-0.3799772144401607,-0.1946558148208367,55.6%,1,ACTION REQUIRED: High Risk
6,2,1,8,2,3,0,-0.3402289803143462,-1.2115206151030389,0,-0.4361045969718695,0.8406718935872926,5.2%,0,Safe: On Track
1,2,0,6,1,0,0,-0.3402289803143462,-0.4810830156421974,0,-0.5625389113064558,0.3534588543364081,50.3%,1,ACTION REQUIRED: High Risk
1,3,1,6,1,5,0,-0.3402289803143462,-0.4810830156421974,0,-0.310851911743214,0.8000708069830522,22.6%,0,Safe: On Track
3,2,1,5,2,6,0,3.828599273589971,3.901542581122849,0,-0.4030189820058096,-1.859300365594692,57.1%,1,ACTION REQUIRED: High Risk
5,3,0,6,1,7,0,-0.3402289803143462,-0.4810830156421974,0,2.8251917353968965,-0.8036721138844423,9.0%,0,Safe: On Track
6,1,0,9,2,3,0,-0.3402289803143462,-1.2115206151030389,0,-0.3392110102855511,-2.4480161213561766,2.0%,0,Safe: On Track
5,0,1,2,2,8,0,-0.3402289803143462,0.9797921832794844,0,-0.3876578036287103,-0.1540547282165963,65.9%,1,ACTION REQUIRED: High Risk
1,3,0,1,0,2,0,-0.3402289803143462,0.9797921832794844,0,0.2338791060908444,0.6173659172639705,15.6%,0,Safe: On Track
3,1,0,10,2,8,0,1.7441851466378124,0.2493545838186435,0,-0.1726013063493206,0.2113550512215669,36.8%,0,Safe: On Track
3,0,1,9,2,2,0,-0.3402289803143462,-0.4810830156421974,0,-0.6948813711706956,1.0436773266084944,75.0%,1,ACTION REQUIRED: High Risk
3,3,1,11,0,9,0,-0.3402289803143462,-0.4810830156421974,0,-0.2139583250568956,-0.6209672241653605,23.9%,0,Safe: On Track
6,2,0,5,2,0,1,-0.3402289803143462,-1.2115206151030389,0,-0.2600418601881933,1.3887865627445375,4.0%,0,Safe: On Track
5,3,1,10,0,4,0,1.7441851466378124,-0.4810830156421974,0,0.3762654133554952,0.901573523493653,10.5%,0,Safe: On Track
1,3,0,8,0,2,0,1.7441851466378124,-0.4810830156421974,0,0.0755408058961289,-1.575092759365009,14.5%,0,Safe: On Track
2,3,1,4,1,5,0,-0.3402289803143462,-0.4810830156421974,0,-0.0036283442012288,-0.9254753736971634,17.6%,0,Safe: On Track
5,0,1,8,2,1,0,-0.3402289803143462,-0.4810830156421974,0,1.0421134145474515,0.0895517914088458,14.3%,0,Safe: On Track
1,1,0,9,2,6,0,-0.3402289803143462,0.9797921832794844,0,-0.7025619603592452,0.8203713502851724,75.8%,1,ACTION REQUIRED: High Risk
2,3,1,5,2,4,0,-0.3402289803143462,0.9797921832794844,0,-0.66888553084022,-1.7374971057819706,90.3%,1,ACTION REQUIRED: High Risk
3,1,1,0,0,5,0,-0.3402289803143462,-0.4810830156421974,0,-0.7179231387363445,-0.3976612478420385,86.5%,1,ACTION REQUIRED: High Risk
6,3,0,6,2,5,1,-0.3402289803143462,-1.2115206151030389,0,-0.5997602281432732,0.8203713502851724,18.9%,0,Safe: On Track
6,3,0,1,2,5,0,-0.3402289803143462,-1.2115206151030389,0,-0.6115765192025804,0.0489507048046054,23.0%,0,Safe: On Track
1,1,1,7,2,6,0,-0.3402289803143462,2.440667382201166,0,-0.5956245262725157,0.4346610275448889,53.5%,1,ACTION REQUIRED: High Risk
4,2,0,3,0,3,0,-0.3402289803143462,-0.4810830156421974,0,0.6072739035649495,0.3737593976385283,11.0%,0,Safe: On Track
5,0,1,8,1,9,0,1.7441851466378124,2.440667382201166,0,0.1960669747010615,0.0692512481067256,31.5%,0,Safe: On Track
1,1,0,4,0,10,0,-0.3402289803143462,0.9797921832794844,0,-0.7179231387363445,0.0692512481067256,85.0%,1,ACTION REQUIRED: High Risk
3,3,0,3,0,2,0,-0.3402289803143462,0.9797921832794844,0,-0.4691902119379295,0.9624751534000135,61.3%,1,ACTION REQUIRED: High Risk
1,2,0,10,2,0,0,-0.3402289803143462,-0.4810830156421974,0,-0.6033051154610654,0.7594697203788118,48.0%,1,ACTION REQUIRED: High Risk
1,3,0,10,0,5,1,-0.3402289803143462,-0.4810830156421974,0,-0.4591463645375184,0.9421746100978934,30.8%,0,Safe: On Track
5,3,1,10,0,8,0,-0.3402289803143462,0.9797921832794844,0,-0.2789479258830847,0.4143604842427688,56.9%,1,ACTION REQUIRED: High Risk
6,2,0,3,0,1,0,-0.3402289803143462,-1.2115206151030389,1,-0.5135013034103313,0.2519561378258073,10.0%,0,Safe: On Track
1,2,1,6,0,8,1,-0.3402289803143462,-0.4810830156421974,0,0.984804402909812,-0.3570601612377981,7.0%,0,Safe: On Track
6,2,0,11,2,0,0,-0.3402289803143462,-1.2115206151030389,0,-0.5714011296009361,1.1654805864212154,15.8%,0,Safe: On Track
1,2,0,11,0,4,0,-0.3402289803143462,0.9797921832794844,0,-0.4213342331477356,-1.6968960191777305,36.1%,0,Safe: On Track
